Data,Quantidade Produzida
2023-09-17 17:54:10,0
2023-09-17 17:54:18,150
2023-09-17 17:54:18,150
2023-09-17 17:54:27,150
2023-09-17 17:54:27,150
2023-09-17 17:54:35,200
2023-09-17 17:54:25,150
2023-09-17 17:54:30,150
2023-09-17 17:54:30,150
2023-09-17 17:54:35,150
2023-09-17 17:54:35,150
2023-09-17 17:54:40,150
