Data,Atividade,Quantidade Processada,Quantidade em Estoque
2023-09-19 20:32:13,BOXING,2,4
2023-09-19 20:32:14,PACKING,2,100
2023-09-19 20:32:22,PACKING,2,0
2023-09-19 20:32:23,BOXING,4,4
2023-09-19 20:32:33,BOXING,4,0
2023-09-19 20:32:35,PACKING,2,100
2023-09-19 20:32:43,PACKING,2,200
2023-09-19 20:32:48,BOXING,2,2
2023-09-19 20:32:51,PACKING,4,100
2023-09-19 20:32:58,BOXING,2,4
2023-09-19 20:32:59,PACKING,2,200
2023-09-19 20:33:07,PACKING,4,100
2023-09-19 20:33:08,BOXING,4,6
2023-09-19 20:33:15,PACKING,2,100
2023-09-19 20:33:18,BOXING,6,2
2023-09-19 20:33:23,PACKING,2,200
2023-09-19 20:33:28,BOXING,2,2
2023-09-19 20:33:31,PACKING,4,100
2023-09-19 20:33:38,BOXING,2,4
2023-09-19 20:33:39,PACKING,2,200
2023-09-19 20:33:47,PACKING,4,0
2023-09-19 20:33:48,BOXING,4,6
2023-09-19 20:33:58,BOXING,6,0
2023-09-19 20:34:05,PACKING,2,200
2023-09-19 20:34:13,PACKING,4,200
2023-09-19 20:34:18,BOXING,2,4
2023-09-19 20:34:21,PACKING,4,100
2023-09-19 20:34:28,BOXING,4,4
2023-09-19 20:34:29,PACKING,2,200
2023-09-19 20:34:37,PACKING,4,100
2023-09-19 20:34:38,BOXING,4,6
2023-09-19 20:34:45,PACKING,2,200
2023-09-19 20:34:48,BOXING,6,2
2023-09-19 20:34:53,PACKING,4,200
2023-09-19 20:34:58,BOXING,2,4
2023-09-19 20:35:01,PACKING,4,100
2023-09-19 20:35:08,BOXING,4,4
2023-09-19 20:35:09,PACKING,2,200
2023-09-19 20:35:17,PACKING,4,100
2023-09-19 21:08:46,PACKING,4,0
2023-09-19 21:08:59,PACKING,2,200
2023-09-19 21:09:05,BOXING,4,2
2023-09-19 21:09:07,PACKING,4,200
2023-09-19 21:09:15,BOXING,2,4
2023-09-19 21:09:15,PACKING,4,100
2023-09-19 21:09:23,PACKING,2,200
2023-09-19 21:09:25,BOXING,4,6
2023-09-19 21:11:35,PACKING,4,100
2023-09-19 21:11:43,PACKING,2,200
2023-09-19 21:11:51,PACKING,4,100
2023-09-19 21:11:54,BOXING,6,4
2023-09-19 21:12:00,PACKING,2,100
2023-09-19 21:12:04,BOXING,4,2
2023-09-19 21:12:08,PACKING,2,200
2023-09-19 21:12:14,BOXING,2,2
2023-09-19 21:12:16,PACKING,4,100
2023-09-19 21:12:24,PACKING,2,200
2023-09-19 21:12:24,BOXING,2,6
2023-09-19 21:12:32,PACKING,4,0
2023-09-19 21:12:34,BOXING,6,4
2023-09-19 21:12:44,BOXING,4,0
2023-09-19 21:12:45,PACKING,2,100
2023-09-19 21:12:53,PACKING,2,100
2023-09-19 21:12:59,BOXING,2,2
2023-09-19 21:13:01,PACKING,2,100
2023-09-19 21:13:09,PACKING,2,200
2023-09-19 21:13:09,BOXING,2,4
2023-09-19 21:13:17,PACKING,4,100
2023-09-19 21:13:19,BOXING,4,4
2023-09-19 21:13:25,PACKING,2,0
2023-09-19 21:13:29,BOXING,4,2
2023-09-19 21:13:39,BOXING,2,0
2023-09-19 21:13:48,PACKING,2,200
2023-09-19 21:13:56,PACKING,4,100
2023-09-19 21:13:59,BOXING,2,4
2023-09-19 21:14:04,PACKING,2,200
2023-09-19 21:14:09,BOXING,4,2
2023-09-19 21:14:12,PACKING,4,0
2023-09-19 21:14:19,BOXING,2,4
2023-09-19 21:14:29,BOXING,4,0
2023-09-19 21:14:30,PACKING,2,200
2023-09-19 21:14:38,PACKING,4,200
2023-09-19 21:14:44,BOXING,2,4
2023-09-19 21:14:46,PACKING,4,100
2023-09-19 21:14:54,PACKING,2,200
2023-09-19 21:14:54,BOXING,4,6
2023-09-19 21:15:02,PACKING,4,100
2023-09-19 21:15:04,BOXING,6,4
2023-09-19 21:15:10,PACKING,2,200
2023-09-19 21:15:14,BOXING,4,2
2023-09-19 21:15:18,PACKING,4,200
2023-09-19 21:15:24,BOXING,2,4
2023-09-19 21:15:26,PACKING,4,0
2023-09-19 21:15:34,BOXING,4,4
2023-09-19 21:15:39,PACKING,2,100
2023-09-19 21:15:44,BOXING,4,2
2023-09-19 21:15:47,PACKING,2,100
2023-09-19 21:15:54,BOXING,2,2
2023-09-19 21:15:55,PACKING,2,200
2023-09-19 21:16:03,PACKING,4,200
2023-09-19 21:16:04,BOXING,2,6
2023-09-19 21:16:11,PACKING,4,0
2023-09-19 21:16:14,BOXING,6,4
2023-09-19 21:16:24,PACKING,2,200
2023-09-19 21:16:24,BOXING,4,2
2023-09-19 21:16:32,PACKING,4,100
2023-09-19 21:16:34,BOXING,2,4
2023-09-19 21:16:40,PACKING,2,200
2023-09-19 21:16:44,BOXING,4,2
2023-09-19 21:16:48,PACKING,4,200
2023-09-19 21:16:54,BOXING,2,4
2023-09-19 21:16:56,PACKING,4,100
2023-09-19 21:17:04,PACKING,2,100
2023-09-19 21:17:04,BOXING,4,6
2023-09-19 21:17:12,PACKING,2,100
2023-09-19 21:17:14,BOXING,6,2
2023-09-19 21:17:20,PACKING,2,200
2023-09-19 21:17:24,BOXING,2,2
2023-09-19 21:17:28,PACKING,4,100
2023-09-19 21:17:34,BOXING,2,4
2023-09-19 21:17:36,PACKING,2,100
2023-09-19 21:17:44,PACKING,2,100
2023-09-19 21:17:44,BOXING,4,4
2023-09-19 21:17:52,PACKING,2,100
2023-09-19 21:17:54,BOXING,4,2
2023-09-19 21:18:00,PACKING,2,100
2023-09-19 21:18:04,BOXING,2,2
2023-09-19 21:18:08,PACKING,2,0
2023-09-19 21:18:14,BOXING,2,2
2023-09-19 21:18:21,PACKING,2,100
2023-09-19 21:18:24,BOXING,2,2
2023-09-19 21:18:29,PACKING,2,200
2023-09-19 21:18:34,BOXING,2,2
2023-09-19 21:18:37,PACKING,4,0
2023-09-19 21:18:45,BOXING,2,4
2023-09-19 21:18:55,BOXING,4,0
2023-09-19 21:19:05,PACKING,2,200
2023-09-19 21:19:13,PACKING,4,200
2023-09-19 21:19:20,BOXING,2,4
2023-09-19 21:19:22,PACKING,4,100
2023-09-19 21:19:30,PACKING,2,0
2023-09-19 21:19:30,BOXING,4,6
2023-09-19 21:19:40,BOXING,6,4
2023-09-19 21:19:43,PACKING,200,400
2023-09-19 21:19:50,BOXING,4,200
2023-09-19 21:19:51,PACKING,200,400
2023-09-19 21:19:59,PACKING,200,400
2023-09-19 21:20:00,BOXING,200,400
2023-09-19 21:20:07,PACKING,200,300
2023-09-19 21:20:10,BOXING,400,200
2023-09-19 21:20:15,PACKING,200,200
2023-09-19 21:20:20,BOXING,200,200
2023-09-19 21:20:23,PACKING,4,0
2023-09-19 21:20:30,BOXING,200,4
2023-09-19 21:20:36,PACKING,2,100
2023-09-19 21:20:40,BOXING,4,2
2023-09-19 21:20:44,PACKING,2,100
2023-09-19 21:20:50,BOXING,2,2
2023-09-19 21:20:52,PACKING,2,100
2023-09-19 21:21:00,BOXING,2,2
2023-09-19 21:21:00,PACKING,2,200
2023-09-19 21:21:08,PACKING,4,0
2023-09-19 21:21:10,BOXING,2,6
2023-09-19 21:21:20,BOXING,6,0
2023-09-19 21:21:21,PACKING,2,100
2023-09-19 21:21:29,PACKING,2,200
2023-09-19 21:21:35,BOXING,2,2
2023-09-19 21:21:37,PACKING,4,0
2023-09-19 21:21:45,BOXING,2,4
2023-09-19 21:21:50,PACKING,2,200
2023-09-19 21:21:55,BOXING,4,2
2023-09-19 21:21:58,PACKING,4,100
2023-09-19 21:22:05,BOXING,2,4
2023-09-19 21:22:06,PACKING,2,100
2023-09-19 21:22:14,PACKING,2,200
2023-09-19 21:22:15,BOXING,4,4
2023-09-19 21:22:22,PACKING,4,100
2023-09-19 21:22:25,BOXING,4,4
2023-09-19 21:22:30,PACKING,2,200
2023-09-19 21:22:35,BOXING,4,2
2023-09-19 21:22:38,PACKING,4,100
2023-09-19 21:22:45,BOXING,2,4
2023-09-19 21:22:46,PACKING,2,200
2023-09-19 21:22:54,PACKING,4,200
2023-09-19 21:22:55,BOXING,4,6
2023-09-19 21:23:02,PACKING,4,100
2023-09-19 21:23:05,BOXING,6,4
2023-09-19 21:23:10,PACKING,2,200
2023-09-19 21:23:15,BOXING,4,2
2023-09-19 21:23:18,PACKING,4,0
2023-09-19 21:23:25,BOXING,2,4
2023-09-19 21:23:31,PACKING,2,0
2023-09-19 21:23:35,BOXING,4,2
2023-09-19 21:23:44,PACKING,2,0
2023-09-19 21:23:45,BOXING,2,2
2023-09-19 21:23:55,BOXING,2,0
2023-09-19 21:23:57,PACKING,2,100
2023-09-19 21:24:05,PACKING,2,200
