Data,Atividade,Quantidade Processada,Acao,Quantidade em Estoque
2023-09-19 21:18:58,QUALITY,100,Passed,2700
2023-09-19 21:19:03,QUALITY,100,Passed,2600
2023-09-19 21:19:08,QUALITY,100,Passed,2700
2023-09-19 21:19:13,QUALITY,100,Passed,2800
2023-09-19 21:19:18,QUALITY,100,Passed,2700
2023-09-19 21:19:33,QUALITY,100,Passed,3150
2023-09-19 21:19:38,QUALITY,100,Passed,3250
2023-09-19 21:19:43,QUALITY,100,Passed,3150
2023-09-19 21:19:48,QUALITY,100,Passed,3250
2023-09-19 21:19:53,QUALITY,100,Passed,3350
2023-09-19 21:19:58,QUALITY,100,Passed,3250
2023-09-19 21:20:03,QUALITY,100,Passed,3350
2023-09-19 21:20:13,QUALITY,100,Passed,3350
2023-09-19 21:20:23,QUALITY,100,Passed,3350
2023-09-19 21:20:28,QUALITY,100,Returned,3450
2023-09-19 21:20:34,QUALITY,100,Passed,3550
2023-09-19 21:20:39,QUALITY,100,Returned,3450
2023-09-19 21:20:44,QUALITY,100,Passed,3550
2023-09-19 21:20:49,QUALITY,100,Passed,3650
2023-09-19 21:20:54,QUALITY,100,Passed,3550
2023-09-19 21:20:59,QUALITY,100,Passed,3650
2023-09-19 21:21:09,QUALITY,100,Passed,3650
2023-09-19 21:21:14,QUALITY,100,Returned,3750
2023-09-19 21:21:19,QUALITY,100,Passed,3650
2023-09-19 21:21:24,QUALITY,100,Passed,3750
2023-09-19 21:21:29,QUALITY,100,Passed,3850
2023-09-19 21:21:39,QUALITY,100,Passed,3850
2023-09-19 21:21:44,QUALITY,100,Passed,3750
2023-09-19 21:21:49,QUALITY,100,Passed,3850
2023-09-19 21:21:54,QUALITY,100,Passed,3950
2023-09-19 21:21:59,QUALITY,100,Returned,3850
2023-09-19 21:22:04,QUALITY,100,Passed,3950
2023-09-19 21:22:09,QUALITY,100,Passed,4050
2023-09-19 21:22:14,QUALITY,100,Passed,3950
2023-09-19 21:22:19,QUALITY,100,Passed,4050
2023-09-19 21:22:24,QUALITY,100,Passed,3950
2023-09-19 21:22:29,QUALITY,100,Passed,4050
2023-09-19 21:22:34,QUALITY,100,Passed,4150
2023-09-19 21:22:39,QUALITY,100,Passed,4050
2023-09-19 21:22:44,QUALITY,100,Passed,4150
2023-09-19 21:22:49,QUALITY,100,Passed,4250
2023-09-19 21:22:54,QUALITY,100,Passed,4150
2023-09-19 21:22:59,QUALITY,100,Passed,4250
2023-09-19 21:23:04,QUALITY,100,Passed,4150
2023-09-19 21:23:09,QUALITY,100,Passed,4250
2023-09-19 21:23:19,QUALITY,100,Passed,4250
2023-09-19 21:23:24,QUALITY,100,Returned,4350
2023-09-19 21:23:34,QUALITY,100,Passed,4350
2023-09-19 21:23:49,QUALITY,100,Passed,4450
2023-09-19 21:23:54,QUALITY,100,Passed,4550
2023-09-19 21:23:59,QUALITY,100,Passed,4450
2023-09-19 21:24:04,QUALITY,100,Passed,4550
